County,State,ST,Fips,Precincts,Votes,Democrats 08,Democrats 12,Republicans 08,Republicans 12,Republicans Perc 16,Democrats Perc 16,Republicans Perc 12,Democrats Perc 12,Votes Trump,Votes Clinton
"Crittenden County, Kentucky",Kentucky,KY,21055,12,4037,1254,960,2604,2839,81.49616052,15.28362646,73.663726,24.90918526,3290,617
"Howard County, Arkansas",Arkansas,AR,5061,35,4671,1746,1471,2957,2892,67.54442304,28.9017341,64.81398476,32.96727925,3155,1350
"Marshall County, Minnesota",Minnesota,MN,27089,61,4794,2311,1998,2285,2569,66.91697956,25.5527743,54.68284376,42.52873563,3208,1225
"York County, South Carolina",South Carolina,SC,45091,95,113425,37918,39131,54500,59546,58.40423187,36.35001102,59.42121545,39.04899711,66245,41230
"Lincoln County, Maine",Maine,ME,23015,19,21432,11886,11315,9287,8899,45.385405,47.78368794,42.87228405,54.51173098,9727,10241
"Cottonwood County, Minnesota",Minnesota,MN,27033,29,5697,2759,2433,3157,3316,64.57784799,29.45409865,56.56772433,41.50460594,3679,1678
"Jasper County, Mississippi",Mississippi,MS,28061,17,8468,5025,5097,4135,4193,47.61454889,51.5706188,44.89293362,54.57173448,4032,4367
"Pitt County, North Carolina",North Carolina,NC,37147,40,78264,40501,41843,33927,36214,44.9644792,52.34462844,45.92421629,53.06254438,35191,40967
"Ramsey County, North Dakota",North Dakota,ND,38071,4,5218,2314,2164,2361,2665,61.63280951,28.84246838,53.31066213,43.28865773,3216,1505
"Nassau County, New York",New York,NY,36059,1197,599649,342185,302695,288776,259308,45.94004159,51.25098182,45.64068355,53.27720976,275479,307326
"Preble County, Ohio",Ohio,OH,39135,42,20475,6999,6211,13562,13535,75.0964591,21.11355311,66.92212608,30.70951792,15376,4323
"Iowa County, Iowa",Iowa,IA,19095,12,8789,4202,4144,4188,4569,59.08522016,34.93002617,51.53394992,46.74035642,5193,3070
"Roscommon County, Michigan",Michigan,MI,26143,14,13036,7082,6198,6727,6701,62.45013808,32.88585456,51.41958257,47.55985267,8141,4287
"Neshoba County, Mississippi",Mississippi,MS,28099,27,10438,3114,3089,8209,7837,72.93542824,25.56045219,71.14843395,28.04357694,7613,2668
"Reno County, Kansas",Kansas,KS,20155,80,23448,9916,8085,16112,15718,64.39781644,28.44592289,64.36000328,33.10539677,15100,6670
"Nuckolls County, Nebraska",Nebraska,NE,31129,8,2153,657,568,1498,1574,79.37761263,16.1634928,71.83934277,25.92423551,1709,348
"Cattaraugus County, New York",New York,NY,36009,55,28961,14307,12649,17770,16569,64.45910017,30.09909879,55.66231061,42.49336514,18668,8717
"Kane County, Utah",Utah,UT,49025,11,3482,856,744,2212,2522,64.56059736,21.22343481,74.81459508,22.0706022,2248,739
"Martin County, Florida",Florida,FL,12085,30,85741,33508,30107,44143,48183,62.02633513,35.17337097,61.08934616,38.17149088,53182,30158
"Aleutians West Census Area, Alaska",Alaska,AK,2016,,,,,,,,,,,,
"Lincoln County, Oregon",Oregon,OR,41041,32,24035,14258,13401,8791,8686,41.19409195,51.17536925,37.79150714,58.30577793,9901,12300
"Sioux County, Iowa",Iowa,IA,19167,17,17989,3030,2700,13490,14407,82.05570071,12.72444271,83.23896464,15.59972267,14761,2289
"Seward County, Kansas",Kansas,KS,20175,23,4743,1493,1490,3791,3617,63.77819945,31.43580013,69.88021638,28.78670788,3025,1491
"Boyle County, Kentucky",Kentucky,KY,21021,25,12938,4769,4471,7701,7703,62.14252589,33.08857629,62.25652631,36.13513295,8040,4281
"Laurens County, Georgia",Georgia,GA,13175,17,19448,7769,7513,12052,11950,63.76491156,34.6410942,60.95694756,38.32381147,12401,6737
"Juniata County, Pennsylvania",Pennsylvania,PA,42067,18,10402,3068,2547,6484,6862,79.15785426,17.4004999,71.96643943,26.71211327,8234,1810
"Weber County, Utah",Utah,UT,49057,162,81451,25666,19841,45885,54224,47.20261261,27.23969012,71.43007693,26.13684266,38447,22187
"Caledonia County, Vermont",Vermont,VT,50005,17,12966,8900,8192,5472,5088,42.67314515,49.70692581,37.24471122,59.9663275,5533,6445
"Riverside County, California",California,CA,6065,1126,683612,325017,329063,310041,318127,45.27626782,49.61074411,48.06219001,49.71438586,309514,339145
"Jersey County, Illinois",Illinois,IL,17083,25,10909,5042,3667,5329,6039,70.92309103,24.50270419,60.63861834,36.82096596,7737,2673
"Salem County, New Jersey",New Jersey,NJ,34033,88,29220,16044,14719,14816,14334,55.63312799,40.26694045,48.38971035,49.68942003,16256,11766
"Bienville Parish, Louisiana",Louisiana,LA,22013,33,7005,3589,3490,3776,3641,53.61884368,44.66809422,50.54838262,48.45203387,3756,3129
"Wade Hampton Census Area, Alaska",Alaska,AK,2270,,,,,,,,,,,,
"Kent County, Delaware",Delaware,DE,10001,89,74253,36392,35527,29827,32135,49.8148223,44.90996997,46.78945836,51.72830518,36989,33347
"Washington County, North Carolina",North Carolina,NC,37187,6,6115,3748,3833,2670,2622,41.86426819,57.07277187,40.34466841,58.97830435,2560,3490
"Henderson County, Kentucky",Kentucky,KY,21101,45,19705,10049,8091,9523,10296,61.70515098,34.03704643,55.28944259,43.44860917,12159,6707
"Bacon County, Georgia",Georgia,GA,13005,5,4010,817,791,3089,3093,83.69077307,15.13715711,78.68226914,20.12210633,3356,607
"Huron County, Ohio",Ohio,OH,39077,46,24332,12076,11006,12884,13060,65.46934079,29.09748479,52.85095706,44.53886933,15930,7080
"Sioux County, North Dakota",North Dakota,ND,38085,6,1177,1145,900,215,225,21.7502124,64.40101954,19.66783217,78.67132867,256,758
"Renville County, Minnesota",Minnesota,MN,27129,38,7563,3904,3394,3956,4149,64.65688219,27.99153775,53.81322957,44.02075227,4890,2117
"Carroll County, Ohio",Ohio,OH,39019,23,12807,6423,5543,7097,7315,70.79722027,24.39291013,55.06624511,41.72688949,9067,3124
"Screven County, Georgia",Georgia,GA,13251,12,5699,3024,2774,3423,3287,57.99263029,40.35795754,53.8852459,45.47540984,3305,2300
"Casey County, Kentucky",Kentucky,KY,21045,15,6439,1219,1086,4679,4904,85.1374437,11.91178754,80.51223116,17.82958463,5482,767
"Chesterfield County, Virginia",Virginia,VA,51041,76,175288,74310,77694,86413,90934,48.45625485,46.20567295,53.18150981,45.43827637,84938,80993
"Stanton County, Nebraska",Nebraska,NE,31167,15,2748,664,614,1781,1949,79.07569141,15.17467249,73.71406959,23.22239032,2173,417
"Wayne County, New York",New York,NY,36117,67,36598,18184,16635,22239,20060,59.93496912,33.8215203,53.42637228,44.30447173,21935,12378
"Newton County, Texas",Texas,TX,48351,23,4010,1751,1677,3446,4112,73.840399,24.38902743,70.06304311,28.57386267,2961,978
"Macoupin County, Illinois",Illinois,IL,17117,61,21881,12090,9464,9891,10946,64.86906449,29.85238335,52.09900048,45.04521656,14194,6532
"Lee County, Mississippi",Mississippi,MS,28081,38,31974,12021,12563,22694,22415,67.85200475,30.13385876,63.48779244,35.58318699,21695,9635
"Hocking County, Ohio",Ohio,OH,39073,26,12513,6259,6157,6364,6285,66.18716535,29.67313993,49.22462406,48.22211779,8282,3713
"Boone County, Missouri",Missouri,MO,29019,86,83312,47062,39847,36849,37404,43.38630689,49.29902055,47.09526328,50.17123719,36146,41072
"Henderson County, Illinois",Illinois,IL,17071,13,3480,2215,1978,1541,1541,61.86781609,33.07471264,43.18946188,55.43721973,2153,1151
"Marshall County, Indiana",Indiana,IN,18099,30,18008,7889,6137,10406,11260,68.22523323,26.6437139,63.38305657,34.54545455,12286,4798
"Wilson County, Kansas",Kansas,KS,20205,24,3482,1170,1636,2850,5650,78.8914417,15.79551982,76.00215227,22.00699489,2747,550
"Culberson County, Texas",Texas,TX,48109,6,762,492,568,257,295,36.74540682,59.58005249,33.56086462,64.6188851,280,454
"Norton city, Virginia",Virginia,VA,51720,1,1456,743,566,744,895,70.12362637,26.30494505,59.98659517,37.93565684,1021,383
"Lafourche Parish, Louisiana",Louisiana,LA,22057,73,41644,9662,9623,27089,28592,76.74094708,20.22620305,73.17210493,24.62699936,31958,8423
"Carson City, Nevada",Nevada,NV,32510,24,25016,11623,10291,11419,12394,52.46642149,38.41541413,53.14979202,44.131395,13125,9610
"Vernon County, Wisconsin",Wisconsin,WI,55123,33,14193,8463,8044,5367,5942,49.27781301,44.7474107,41.64272198,56.37395753,6994,6351
"Ellis County, Kansas",Kansas,KS,20051,35,11660,4010,3057,8207,8399,71.27787307,22.89022298,71.70052928,26.09697798,8311,2669
"Cherokee County, Alabama",Alabama,AL,1019,25,10503,2306,2132,7298,7506,83.87127487,14.51013996,76.65441176,21.77287582,8809,1524
"Bland County, Virginia",Virginia,VA,51021,8,3124,864,735,2031,2144,82.33034571,14.5006402,72.72727273,24.93215739,2572,453
"Fulton County, New York",New York,NY,36035,42,19563,9695,8607,11709,10814,65.22005827,29.67336298,54.61892015,43.47189252,12759,5805
"Jessamine County, Kentucky",Kentucky,KY,21113,36,23306,6236,6001,13711,14233,66.39491976,26.36231013,68.9817283,29.08447632,15474,6144
"Kennebec County, Maine",Maine,ME,23011,33,65999,37238,35068,27482,26519,48.11133502,44.38855134,41.76417784,55.22780604,31753,29296
"Limestone County, Alabama",Alabama,AL,1083,27,39400,9536,9829,23598,25295,73.15736041,23.70558376,71.17332583,27.65616207,28824,9340
"Chattahoochee County, Georgia",Georgia,GA,13053,1,1384,830,729,811,735,53.9017341,42.84682081,49.32885906,48.9261745,746,593
"Jackson County, Tennessee",Tennessee,TN,47087,12,4447,2224,1739,2185,2383,72.61074882,25.38790196,56.95506692,41.56309751,3229,1129
"Kleberg County, Texas",Texas,TX,48273,18,9483,5256,4754,4540,4058,46.01919224,49.6994622,45.55967217,53.37375098,4364,4713
"Effingham County, Georgia",Georgia,GA,13103,19,23395,4936,4947,15230,15596,76.36247061,20.73519983,74.92313605,23.76537279,17865,4851
"Pickens County, Georgia",Georgia,GA,13227,13,13982,2595,1975,10004,10547,83.3285653,14.13960807,83.17823344,15.57570978,11651,1977
"Plymouth County, Massachusetts",Massachusetts,MA,25023,143,264168,131817,131845,112904,121086,43.42766724,50.66018594,47.2013129,51.39534793,114722,133828
"Moody County, South Dakota",South Dakota,SD,46101,6,2930,1663,1429,1508,1535,59.01023891,35.56313993,50.60995714,47.11506759,1729,1042
"Ontario County, New York",New York,NY,36069,92,47664,25103,23087,25171,23820,51.07208795,42.44922793,49.77744342,48.24566903,24343,20233
"Mason County, Illinois",Illinois,IL,17125,22,6433,3542,2867,3141,3265,62.97217472,31.21405254,52.0567602,45.71109694,4051,2008
"Fulton County, Arkansas",Arkansas,AR,5049,13,4771,1819,1452,2702,2949,72.73108363,22.36428422,65.21450686,32.10968598,3470,1067
"Polk County, Minnesota",Minnesota,MN,27119,82,14698,7850,6773,7148,7615,61.08994421,32.05878351,51.8274008,46.09678078,8979,4712
"McCone County, Montana",Montana,MT,30055,3,1056,321,223,726,745,81.25,14.58333333,75.02517623,22.4572004,858,154
"Storey County, Nevada",Nevada,NV,32029,15,2558,1102,920,1247,1321,63.17435496,29.39796716,57.08729473,39.75799481,1616,752
"Denton County, Texas",Texas,TX,48121,160,293287,91160,80978,149935,157579,57.68240665,37.50592423,64.90582047,33.35433992,169175,110000
"Brantley County, Georgia",Georgia,GA,13025,3,6285,1119,939,5080,4964,88.48050915,9.84884646,82.70576475,15.64478507,5561,619
"Erie County, Ohio",Ohio,OH,39043,62,36730,23148,21793,17432,16952,52.54832562,42.72257011,42.9164557,55.1721519,19301,15692
"Penobscot County, Maine",Maine,ME,23019,70,80228,41614,38811,37495,36547,51.85346762,40.9233684,47.27576126,50.20438258,41601,32832
"Sangamon County, Illinois",Illinois,IL,17167,180,96472,51300,42107,46945,50225,51.6450369,42.22054068,53.26256403,44.65359449,49823,40731
"Meade County, South Dakota",South Dakota,SD,46093,37,11621,3751,2928,7515,7566,72.63574563,19.12916272,69.94545623,27.06850328,8441,2223
"Madison County, Virginia",Virginia,VA,51113,10,6934,2862,2639,3758,3869,63.7150274,31.75656187,58.49712731,39.90021167,4418,2202
"Platte County, Nebraska",Nebraska,NE,31141,32,14047,3796,3148,9373,10061,77.34035737,18.59471773,74.67527648,23.36524902,10864,2612
"Rock County, Wisconsin",Wisconsin,WI,55105,96,75043,50529,49219,27364,30517,41.95328012,52.41794704,37.82005205,60.99764531,31483,39336
"Wilkinson County, Georgia",Georgia,GA,13319,9,4276,2298,2181,2349,2246,54.53695042,44.27034612,50.47191011,49.01123596,2332,1893
"Cerro Gordo County, Iowa",Iowa,IA,19033,27,22633,14405,13316,9375,10128,51.1774842,43.47633986,42.51175285,55.89321692,11583,9840
"Charlotte County, Virginia",Virginia,VA,51037,8,5792,2705,2503,3372,3311,60.06560773,37.17196133,56.13767379,42.43811462,3479,2153
"Meigs County, Ohio",Ohio,OH,39105,27,9410,4094,4027,6015,5895,72.9968119,22.92242295,57.69230769,39.41084361,6869,2157
"Christian County, Illinois",Illinois,IL,17021,30,15310,6918,5494,7872,8885,68.72632266,26.00914435,60.43806544,37.37160737,10522,3982
"Greer County, Oklahoma",Oklahoma,OK,40055,8,1896,566,488,1548,1344,78.16455696,17.03586498,73.36244541,26.63755459,1482,323
"Columbia County, Oregon",Oregon,OR,41009,33,25077,13390,12004,10413,10772,51.70873709,39.71368186,45.11832461,50.27853403,12967,9959
"Barnstable County, Massachusetts",Massachusetts,MA,25001,65,132667,74264,70822,55694,60446,40.58432014,53.99383419,45.408857,53.20362093,53842,71632
"Barton County, Kansas",Kansas,KS,20009,40,10088,3027,2297,7802,7874,76.98255353,18.07097542,76.14350643,22.21255198,7766,1823
"Northampton County, Pennsylvania",Pennsylvania,PA,42095,149,142775,75255,67606,58551,61446,49.99754859,46.18175451,47.0004207,51.71224232,71384,65936
"Warren County, North Carolina",North Carolina,NC,37185,14,10123,7086,6978,3063,3140,32.6187889,65.86980144,30.89942925,68.66758512,3302,6668
"Burke County, North Dakota",North Dakota,ND,38013,6,1031,286,230,640,769,85.25703201,11.44519884,75.17106549,22.48289345,879,118
"Dillingham Census Area, Alaska",Alaska,AK,2070,,,,,,,,,,,,
"Lauderdale County, Mississippi",Mississippi,MS,28075,42,28967,13332,13814,19582,18700,60.66903718,37.66354818,57.05220124,42.14540684,17574,10910
"Newaygo County, Michigan",Michigan,MI,26123,30,22605,10790,8728,11862,12457,67.12674187,27.48064587,57.99888258,40.63693081,15174,6212
"Crawford County, Missouri",Missouri,MO,29055,9,9920,3911,2951,6007,6434,77.86290323,18.38709677,67.16776281,30.80697359,7724,1824
"Brown County, Indiana",Indiana,IN,18013,12,7908,3854,3060,4060,4332,63.41679312,31.8411735,56.97001578,40.24197791,5015,2518
"Fairfield County, Ohio",Ohio,OH,39045,99,70542,29250,29890,41580,41034,61.18766125,34.23492388,56.81805594,41.38742731,43163,24150
"Paulding County, Georgia",Georgia,GA,13223,14,64601,17229,15825,39192,40846,69.11038529,27.86953762,71.16151849,27.57016673,44646,18004
"Spencer County, Indiana",Indiana,IN,18147,24,9959,5039,4026,5001,5515,65.9905613,28.72778391,56.69202303,41.38569079,6572,2861
"Switzerland County, Indiana",Indiana,IN,18155,12,3639,1638,1437,1940,1872,70.29403682,25.55647156,55.10744775,42.3020312,2558,930
"Bowman County, North Dakota",North Dakota,ND,38011,4,1769,478,414,1107,1280,81.68456755,12.83210854,73.69027058,23.83419689,1445,227
"Hall County, Nebraska",Nebraska,NE,31079,27,21331,7855,7161,12977,12646,66.28381229,28.79377432,62.51421227,35.39967374,14139,6142
"Bates County, Missouri",Missouri,MO,29013,16,8021,3271,2557,4833,5020,74.80364044,20.1595811,64.59915069,32.90438811,6000,1617
"Franklin County, Virginia",Virginia,VA,51067,24,26805,9618,9090,15414,16718,69.24081328,27.06211528,62.5978208,34.03602052,18560,7254
"Mason County, Texas",Texas,TX,48319,5,2053,546,380,1544,1565,80.6624452,17.19434973,79.52235772,19.30894309,1656,353
"Snyder County, Pennsylvania",Pennsylvania,PA,42109,25,16333,5382,4687,9900,10073,71.69534072,24.43519255,67.14438075,31.242501,11710,3991
"Mason County, Kentucky",Kentucky,KY,21161,16,7216,2891,2592,4102,4197,68.51441242,27.30044346,60.99404156,37.66894347,4944,1970
"Flathead County, Montana",Montana,MT,30029,42,46250,16138,13892,25559,28309,65.03567568,28.61189189,65.11408593,31.95326157,,
"Osceola County, Iowa",Iowa,IA,19143,9,3197,1037,912,2027,2230,79.074132,17.26618705,69.81840952,28.55353788,2528,552
"Blackford County, Indiana",Indiana,IN,18009,12,4822,2677,1927,2690,2711,69.45250933,25.77768561,57.15791693,40.62829433,3349,1243
"Little River County, Arkansas",Arkansas,AR,5081,20,5277,1753,1552,3247,3385,68.29638052,26.47337502,67.01643239,30.72658879,3604,1397
"Rappahannock County, Virginia",Virginia,VA,51157,6,4444,2105,1980,2227,2311,56.97569757,39.17641764,53.04108331,45.44411292,2532,1741
"Allen County, Ohio",Ohio,OH,39003,88,44636,19522,17914,29940,29502,66.89219464,28.71000986,61.02894024,37.05757018,29858,12815
"Anderson County, Tennessee",Tennessee,TN,47001,27,29723,11396,10122,19675,18968,64.59980486,30.31322545,63.95360599,34.1279207,19201,9010
"Schenectady County, New York",New York,NY,36093,102,61629,38611,36844,29758,26568,44.24540395,50.09005501,40.91602113,56.74156438,27268,30870
"Emery County, Utah",Utah,UT,49015,13,4263,973,569,3358,3777,79.80295567,8.890452733,84.89548213,12.78939087,3402,379
"Cowley County, Kansas",Kansas,KS,20035,59,12171,5012,4319,8492,8081,65.861474,28.231041,63.57985838,33.98111723,8016,3436
"Fayette County, Pennsylvania",Pennsylvania,PA,42051,80,53426,25866,21971,26081,26018,64.36566466,33.36577696,53.63983095,45.2963612,34388,17826
"Moore County, Tennessee",Tennessee,TN,47127,5,2926,881,705,2010,2053,79.46001367,16.95146958,73.34762415,25.18756699,2325,496
"Josephine County, Oregon",Oregon,OR,41033,47,42613,17412,14953,22973,23673,62.38002488,31.03043672,58.83244694,37.16138973,26582,13223
"Apache County, Arizona",Arizona,AZ,4001,44,18659,15390,17147,8551,8250,28.48491345,65.36255962,31.83238801,66.16120693,5315,12196
"San Luis Obispo County, California",California,CA,6079,160,124575,68176,61258,61055,59967,42.28135661,50.57274734,47.72998615,48.75754151,52672,63001
"Wakulla County, Florida",Florida,FL,12129,12,15344,5311,5175,8877,9290,68.47627737,28.33680918,63.36971351,35.30013643,10507,4348
"Atlantic County, New Jersey",New Jersey,NJ,34001,151,105738,67830,65600,49902,46522,45.28362557,51.51601127,41.04496047,57.8769057,47882,54472
"Shelby County, Ohio",Ohio,OH,39149,35,23110,7316,6343,15924,17142,78.52877542,17.9273042,71.71484751,26.53641802,18148,4143
"Magoffin County, Kentucky",Kentucky,KY,21153,14,5116,2105,1433,2434,3391,74.74589523,22.90852228,69.11944558,29.20913168,3824,1172
"Lamar County, Texas",Texas,TX,48277,33,18537,5243,4181,12952,12826,78.47008685,19.30733128,74.58277607,24.31238007,14546,3579
"Panola County, Texas",Texas,TX,48365,19,10413,2586,2211,7582,7950,81.10054739,17.62220302,77.71260997,21.61290323,8445,1835
"Catahoula Parish, Louisiana",Louisiana,LA,22025,25,4856,1659,1408,3486,2744,71.64332784,27.22405272,65.44240401,33.57977582,3479,1322
"Ontonagon County, Michigan",Michigan,MI,26131,12,3420,1966,1586,1823,1906,60.49707602,34.35672515,53.85702176,44.81491947,2069,1175
"Upshur County, Texas",Texas,TX,48459,21,15918,3790,2971,11222,12015,82.91242618,14.9390627,79.36979786,19.62610649,13198,2378
"Lowndes County, Mississippi",Mississippi,MS,28087,21,25139,13209,13388,13994,13518,52.20573611,45.9246589,49.77538847,49.29670815,13124,11545
"Lincoln County, Montana",Montana,MT,30053,14,9272,3025,2552,5704,6057,72.47627265,22.00172563,68.13273341,28.7064117,6720,2040
"Butler County, Pennsylvania",Pennsylvania,PA,42019,89,92027,32260,28550,57074,59761,66.70651005,29.15883382,66.81312538,31.9190564,61388,26834
"Bedford County, Virginia",Virginia,VA,51019,32,42186,11017,10209,24420,26679,72.48376239,23.07163514,71.28657315,27.27855711,30578,9733
"Suffolk County, New York",New York,NY,36103,1052,625720,346549,304079,307021,282131,52.48401841,44.26149076,47.47554126,51.16883685,328403,276953
"Rankin County, Mississippi",Mississippi,MS,28121,50,61356,14372,14988,48140,48444,75.2461047,22.39552774,75.52264401,23.36581183,46168,13741
"Wayne County, Mississippi",Mississippi,MS,28153,22,9534,3890,4148,6070,6111,62.48164464,36.63729809,59.14634146,40.14711576,5957,3493
"Nye County, Nevada",Nevada,NV,32023,33,19592,7226,6320,9537,10566,67.98693344,26.00551245,60.30133546,36.0689419,13320,5095
"Lake of the Woods County, Minnesota",Minnesota,MN,27077,17,2230,971,859,1278,1306,69.05829596,24.79820628,58.46016115,38.45120859,1540,553
"Stevens County, Minnesota",Minnesota,MN,27149,26,5350,2781,2742,2710,2766,52.3364486,39.55140187,48.93842887,48.51380042,2800,2116
"Pottawatomie County, Kansas",Kansas,KS,20149,31,10359,2599,2335,6929,6804,71.92779226,21.15069022,71.7797236,24.63340015,7451,2191
"Brunswick County, North Carolina",North Carolina,NC,37019,26,67255,21331,22038,30753,34743,63.10311501,34.37216564,60.56797183,38.41916251,42440,23117
"Hardin County, Tennessee",Tennessee,TN,47071,18,9949,2794,2467,7077,7886,80.5307066,16.30314604,75.14054312,23.50643163,8012,1622
"Van Buren County, Michigan",Michigan,MI,26159,33,33213,18588,16290,15534,16141,53.86445067,39.91810436,49.15491671,49.60867314,17890,13258
"Putnam County, Ohio",Ohio,OH,39137,24,18387,5281,4318,13072,13721,79.9695437,15.63060858,74.57065217,23.4673913,14704,2874
"Garfield County, Oklahoma",Oklahoma,OK,40047,30,21692,5545,4733,17067,15177,73.7506915,20.24248571,76.22802612,23.77197388,15998,4391
"Andrews County, Texas",Texas,TX,48003,5,4926,790,795,3816,3639,79.67925294,16.97117337,81.1914324,17.73761714,3925,836
"Smith County, Texas",Texas,TX,48423,35,83161,23726,21456,55187,57331,70.5030002,26.60862664,72.02296454,26.95443525,58631,22128
"Marinette County, Wisconsin",Wisconsin,WI,55075,30,19979,11195,9882,9726,10619,65.04329546,31.2478102,51.10939982,47.56220821,12995,6243
"Silver Bow County, Montana",Montana,MT,30093,31,16214,11676,10857,4818,5430,38.55926977,52.70136919,32.40630222,64.79470041,6252,8545
"Chester County, Pennsylvania",Pennsylvania,PA,42029,228,266637,137833,124311,114421,124840,43.34807247,52.57634912,49.54499093,49.3350478,115582,140188
"Scott County, Indiana",Indiana,IN,18143,16,9060,4271,3998,4445,4539,67.0419426,29.1611479,52.05275229,45.84862385,6074,2642
"Clark County, Washington",Washington,WA,53011,125,195784,95356,93382,84212,92951,46.2703796,46.32503167,48.71518042,48.94106549,90590,90697
"Beauregard Parish, Louisiana",Louisiana,LA,22011,40,15078,3071,2828,10718,11112,81.16461069,15.87080515,78.11599297,19.88049209,12238,2393
"Berkshire County, Massachusetts",Massachusetts,MA,25003,59,64507,49558,48843,14876,14252,26.04213496,67.49655076,22.10092113,75.74202152,16799,43540
"Jewell County, Kansas",Kansas,KS,20089,25,1483,313,229,1231,1235,81.18678355,12.137559,82.49832999,15.29726119,1204,180
"Muskogee County, Oklahoma",Oklahoma,OK,40101,33,24193,11294,9952,15289,13404,62.12127475,32.93927996,57.38996403,42.61003597,15029,7969
"Orleans Parish, Louisiana",Louisiana,LA,22071,351,165619,117102,126722,28130,28003,14.65230439,80.80775756,17.74441903,80.2988347,24267,133833
"Martin County, Minnesota",Minnesota,MN,27091,37,10469,4413,4054,6053,6657,67.45629955,26.10564524,60.69474836,36.96207148,7062,2733
"Traverse County, Minnesota",Minnesota,MN,27155,20,1791,1043,943,933,861,58.62646566,35.23171413,46.61613427,51.05576611,1050,631
"Oregon County, Missouri",Missouri,MO,29149,16,4664,1811,1419,2652,2886,78.64493997,18.54631218,65.27934856,32.09681068,3668,865
"Yellowstone County, Montana",Montana,MT,30111,44,64903,32038,26403,36483,40500,59.58892501,32.5362464,58.86029038,38.3725493,38675,21117
"Gove County, Kansas",Kansas,KS,20063,9,1328,261,176,1136,1168,84.86445783,11.21987952,84.45408532,12.72595806,1127,149
"Whitley County, Indiana",Indiana,IN,18183,34,15535,5862,4420,9124,10258,73.10588993,21.7508851,68.33655319,29.44507361,11357,3379
"Coffey County, Kansas",Kansas,KS,20031,18,3962,1121,898,3054,2903,75.46693589,18.1474003,74.32155658,22.99027138,2990,719
"Upton County, Texas",Texas,TX,48461,7,1296,288,333,898,953,74.15123457,21.91358025,73.30769231,25.61538462,961,284
"Marshall County, Kentucky",Kentucky,KY,21157,25,16688,5683,5022,9512,10402,73.83748802,22.00383509,66.17469305,31.94859724,12322,3672
"Sussex County, New Jersey",New Jersey,NJ,34037,119,73860,28840,26104,44184,40625,62.93799079,32.67262388,59.57268968,38.27902748,46486,24132
"Warren County, New York",New York,NY,36113,19,27568,16281,14806,15429,14119,51.81369704,41.22896111,47.73480289,50.05747515,14284,11366
"Okaloosa County, Florida",Florida,FL,12091,52,100657,25872,23421,68789,70168,71.31943134,23.55623553,74.01843921,24.70621743,71788,23711
"Cassia County, Idaho",Idaho,ID,16031,24,8178,1332,1098,6309,7154,72.74394718,12.66813402,85.20724154,13.07765603,5949,1036
"Breckinridge County, Kentucky",Kentucky,KY,21027,16,8771,3110,2825,5281,5025,73.9254361,22.34636872,63.05684528,35.44986824,6484,1960
"Lawrence County, Missouri",Missouri,MO,29109,20,16674,5097,4017,11263,11421,78.46947343,17.38035264,72.49127261,25.49666772,13084,2898
"Saluda County, South Carolina",South Carolina,SC,45081,18,8559,3323,3328,5191,5135,64.55193364,32.81925459,59.96029893,38.86034563,5525,2809
"Amherst County, Virginia",Virginia,VA,51009,12,15164,6094,5900,8470,8876,63.59140069,32.88050646,59.29191717,39.41215765,9643,4986
"Charlevoix County, Michigan",Michigan,MI,26029,20,14567,6817,5939,7306,8000,59.54554816,35.26463925,56.77785664,42.15046132,8674,5137
"Bladen County, North Carolina",North Carolina,NC,37017,17,15743,7853,8062,7532,7748,54.06212285,44.59759893,48.55549289,50.52328132,8511,7021
"Winn Parish, Louisiana",Louisiana,LA,22127,31,6368,2047,1919,4632,4541,72.31469849,25.8008794,69.49801041,29.3694521,4605,1643
"Allendale County, South Carolina",South Carolina,SC,45005,8,3578,3029,3297,947,838,22.0234768,76.07602012,20.12971415,79.19769397,788,2722
"Dubuque County, Iowa",Iowa,IA,19061,36,49037,28611,28768,18651,21280,47.68644085,46.44248221,41.81239439,56.52532715,23384,22774
"Roanoke city, Virginia",Virginia,VA,51770,22,41728,24934,24134,15394,14991,38.45139954,56.0846434,37.33283526,60.10210435,16045,23403
"Schley County, Georgia",Georgia,GA,13249,1,1909,479,448,1252,1286,77.10843373,21.00576218,73.56979405,25.62929062,1472,401
"Campbell County, Virginia",Virginia,VA,51031,17,27218,8091,7595,17444,17695,71.43067088,24.23763686,68.86285803,29.55712951,19442,6597
"Stafford County, Virginia",Virginia,VA,51179,28,65350,25716,27182,29221,32480,51.78270849,42.66105585,53.61239952,44.86737204,33840,27879
"Carroll County, Mississippi",Mississippi,MS,28015,14,5470,2037,2007,3902,3960,68.99451554,30.12797075,66.08811749,33.49465955,3774,1648
"Socorro County, New Mexico",New Mexico,NM,35053,27,6792,4696,4058,3032,2722,38.16254417,48.21849234,37.84234673,56.41595996,2592,3275
"Sumter County, Georgia",Georgia,GA,13261,11,10973,6454,6375,5717,5378,48.07254169,50.30529481,45.45685065,53.88386442,5275,5520
"Mercer County, Kentucky",Kentucky,KY,21167,17,10584,3159,2966,6781,6820,73.1292517,22.62849584,68.6185733,29.84203642,7740,2395
"Franklin County, Massachusetts",Massachusetts,MA,25011,40,37987,27919,27072,9545,9344,27.18561613,64.15089373,24.74707347,71.69871286,10327,24369
