County,State,ST,Fips,Precincts,Votes,Democrats 08,Democrats 12,Republicans 08,Republicans 12,Republicans Perc 16,Democrats Perc 16,Republicans Perc 12,Democrats Perc 12,Votes Trump,Votes Clinton
"Bottineau County, North Dakota",North Dakota,ND,38009,5,3437,1387,1183,2059,2280,72.21414024,21.35583358,64.1350211,33.27707454,2482,734
"Gaston County, North Carolina",North Carolina,NC,37071,46,94872,31384,33171,52507,56138,64.78940046,32.65663209,62.04259364,36.65992507,61467,30982
"Washington County, Rhode Island",Rhode Island,RI,44009,56,64248,39082,35888,25624,25366,42.13983315,52.15882206,40.34097234,57.07469903,27074,33511
"Clarke County, Mississippi",Mississippi,MS,28023,23,7713,3121,3111,5229,5049,65.96654998,33.13885648,61.17775354,37.6953835,5088,2556
"Custer County, Montana",Montana,MT,30017,14,5160,2267,1833,3047,3373,70.50387597,22.71317829,62.87045666,34.16589003,3638,1172
"Ward County, North Dakota",North Dakota,ND,38101,27,26861,10144,8441,15061,16230,69.2490972,21.56286065,63.73954365,33.15006087,18601,5792
"Johnston County, Oklahoma",Oklahoma,OK,40069,14,4001,1249,1137,2708,2649,77.00574856,19.54511372,69.96830428,30.03169572,3081,782
"Worcester County, Massachusetts",Massachusetts,MA,25027,242,380972,202107,198244,152101,163390,41.2466008,51.74291024,44.26569713,53.70835952,157138,197126
"Macon County, Missouri",Missouri,MO,29121,15,7579,2784,2309,4586,4701,76.44808022,20.02902758,65.65642458,32.24860335,5794,1518
"Logan County, North Dakota",North Dakota,ND,38047,5,1030,299,232,726,810,84.17475728,10.87378641,75.48928239,21.62162162,867,112
"Roosevelt County, New Mexico",New Mexico,NM,35041,18,5912,2303,1727,4311,4043,65.37550744,24.44181326,67.73328866,28.93281957,3865,1445
"Ziebach County, South Dakota",South Dakota,SD,46137,6,766,554,439,312,314,48.04177546,45.95300261,41.26149803,57.68725361,368,352
"Decatur County, Iowa",Iowa,IA,19053,8,3703,1986,1791,2020,1947,62.00378072,32.4331623,50.79572137,46.72580224,2296,1201
"Murray County, Oklahoma",Oklahoma,OK,40099,10,5525,1592,1540,3746,3606,75.52941176,19.6561086,70.07384376,29.92615624,4173,1086
"Jefferson County, Ohio",Ohio,OH,39081,71,31346,17635,15385,17559,17034,65.93504753,30.25266382,51.34279772,46.37248696,20668,9483
"Randall County, Texas",Texas,TX,48381,15,53813,9468,7574,41948,41447,80.61063312,15.49811384,83.40107856,15.24066323,43379,8340
"Santa Cruz County, California",California,CA,6087,266,113509,98745,90805,25244,24047,17.75894422,75.04691258,20.02331488,75.61097465,20158,85185
"Colquitt County, Georgia",Georgia,GA,13071,19,13592,4139,3973,9185,9243,72.77810477,25.45615068,69.3502401,29.80942377,9892,3460
"Finney County, Kansas",Kansas,KS,20055,27,9731,3275,2682,6926,6219,63.25146439,30.89096701,68.46103038,29.52443857,6155,3006
"Berrien County, Michigan",Michigan,MI,26021,62,71882,40381,33465,36130,38209,53.76311177,41.0339167,52.70424983,46.16053078,38646,29496
"Hood County, Texas",Texas,TX,48221,11,26120,5087,3843,17299,18409,81.80321593,15.31776417,81.69070335,17.05347238,21367,4001
"Durham County, North Carolina",North Carolina,NC,37063,57,150543,103456,111224,32353,33769,18.51896136,78.90303767,23.01359594,75.7992299,27879,118783
"Greene County, North Carolina",North Carolina,NC,37079,10,8013,3796,3778,4272,4411,54.38662174,44.55260202,53.55755221,45.87178242,4358,3570
"Yadkin County, North Carolina",North Carolina,NC,37197,12,17350,4527,3957,12409,12578,79.62536023,18.09798271,74.81115803,23.53535954,13815,3140
"Hamilton County, Tennessee",Tennessee,TN,47065,130,141088,64246,58836,81702,79933,55.75314697,39.16704468,56.61739186,41.67416295,78661,55260
"McClain County, Oklahoma",Oklahoma,OK,40087,26,16839,3551,3194,11193,11112,78.0984619,17.18035513,77.67370334,22.32629666,13151,2893
"Lake County, Oregon",Oregon,OR,41037,19,3814,957,770,2638,2808,78.68379654,16.46565286,75.68733154,20.75471698,3001,628
"Brule County, South Dakota",South Dakota,SD,46015,5,2288,965,824,1407,1499,68.40034965,24.95629371,63.00966793,34.63640185,1565,571
"Southampton County, Virginia",Virginia,VA,51175,14,8872,4402,4437,4583,4733,56.751578,40.5207394,51.0902418,47.89507772,5035,3595
"Jones County, Iowa",Iowa,IA,19105,15,10011,5446,5534,4405,4721,57.11717111,37.74847668,45.18135707,52.96200593,5718,3779
"Wheatland County, Montana",Montana,MT,30107,5,938,289,272,657,693,74.41364606,19.08315565,69.85887097,27.41935484,698,179
"Greene County, Missouri",Missouri,MO,29077,79,127609,56181,46219,77683,76900,60.64384174,33.22649656,61.10546056,36.72605047,77387,42400
"Shawano County, Wisconsin",Wisconsin,WI,55115,43,19697,10259,9000,9538,11022,64.69005432,30.74579885,54.35179249,44.38088663,12742,6056
"Hamilton County, Florida",Florida,FL,12047,8,5451,2364,2228,3179,3138,63.08934141,34.83764447,58.03587942,41.20584428,3439,1899
"Keith County, Nebraska",Nebraska,NE,31101,11,3945,974,928,2942,3044,81.1913815,14.19518378,75.01232134,22.86840808,3203,560
"Indiana County, Pennsylvania",Pennsylvania,PA,42063,69,37728,17065,14473,19727,21257,66.05173876,30.39652248,58.525371,39.84747116,24920,11468
"Jackson County, Texas",Texas,TX,48239,10,5275,1301,1070,3723,3906,80.87203791,17.13744076,77.73134328,21.29353234,4266,904
"Hinsdale County, Colorado",Colorado,CO,8053,2,589,240,229,344,353,57.55517827,33.44651952,58.83333333,38.16666667,339,197
"Harney County, Oregon",Oregon,OR,41025,3,3850,950,832,2595,2607,75.42857143,17.71428571,72.76025677,23.22076472,2904,682
"Cibola County, New Mexico",New Mexico,NM,35006,25,8017,5827,4961,3131,2998,39.65323687,46.41387053,36.37025355,60.18439888,3179,3721
"Schuyler County, Missouri",Missouri,MO,29197,5,1933,775,697,1139,1174,77.85825142,18.31350233,60.54667354,35.94636411,1505,354
"Seneca County, New York",New York,NY,36099,27,12727,7422,7094,7038,5889,52.79327414,40.66158561,44.39167797,53.475049,6719,5175
"King County, Texas",Texas,TX,48269,5,159,8,5,151,139,93.71069182,3.144654088,95.86206897,3.448275862,149,5
"Sherman County, Texas",Texas,TX,48421,8,933,127,121,884,908,86.49517685,10.28938907,87.47591522,11.65703276,807,96
"Colonial Heights city, Virginia",Virginia,VA,51570,6,8427,2562,2544,6161,5941,67.41426368,28.08828765,68.88914657,29.49907236,5681,2367
"Ford County, Illinois",Illinois,IL,17053,22,6289,2227,1656,4079,4229,71.14008586,22.42009858,70.41292041,27.57242757,4474,1410
"Windham County, Connecticut",Connecticut,CT,9015,28,50703,28673,25957,21210,19768,50.76228231,42.94814902,42.43152743,55.71606422,25738,21776
"Winston County, Mississippi",Mississippi,MS,28159,12,8771,4653,4607,5497,5168,55.56949037,43.07376582,52.57910266,46.8715027,4874,3778
"Carter County, Oklahoma",Oklahoma,OK,40019,25,18533,5603,4908,13241,12214,74.19737765,21.59391356,71.3351244,28.6648756,13751,4002
"Giles County, Virginia",Virginia,VA,51071,10,8196,3192,2730,4462,4660,72.35236701,23.77989263,61.65652289,36.12066684,5930,1949
"Eau Claire County, Wisconsin",Wisconsin,WI,55035,82,54080,33146,30666,20959,23256,43.08616864,50.42714497,42.43331022,55.95372769,23301,27271
"Franklin County, Ohio",Ohio,OH,39049,821,554711,334709,346373,218486,215997,34.67174799,60.56505099,37.74930617,60.53482422,192328,335961
"Russell County, Alabama",Alabama,AL,1113,19,19136,10085,10500,8705,8278,48.1291806,50.04703177,43.77578001,55.52617663,9210,9577
"Pike County, Arkansas",Arkansas,AR,5109,11,3980,1089,851,2727,2847,79.14572864,17.18592965,75.15839493,22.4656811,3150,684
"Contra Costa County, California",California,CA,6013,656,415972,306983,290824,136436,136517,25.43897185,68.91281144,31.15219088,66.36393094,105819,286658
"Teller County, Colorado",Colorado,CO,8119,13,14203,4513,4333,8146,8702,67.45053862,24.97359713,64.90639218,32.31893787,9580,3547
"Forsyth County, Georgia",Georgia,GA,13117,20,97314,15406,14571,59166,65908,71.72760343,24.07361736,80.64014878,17.82799672,69801,23427
"Carroll County, Maryland",Maryland,MD,24013,35,84879,28060,27939,54503,56761,65.49676598,28.64548357,64.84303601,31.91715409,55593,24314
"Fremont County, Idaho",Idaho,ID,16043,14,5714,1065,810,4700,4907,71.5960798,11.39306965,84.57428473,13.96070321,4091,651
"Piscataquis County, Maine",Maine,ME,23021,22,9144,4430,4149,4785,4530,59.08792651,33.88013998,50.58626466,46.33165829,5403,3098
"Arenac County, Michigan",Michigan,MI,26011,15,7457,4155,3669,3807,4057,63.08166823,30.0120692,51.74084938,46.79250096,4704,2238
"Lawrence County, Mississippi",Mississippi,MS,28077,26,6329,2587,2468,4369,4192,64.3387581,34.46042029,62.58584652,36.84681995,4072,2181
"Webster County, Mississippi",Mississippi,MS,28155,17,5024,1349,1190,4072,3992,78.60270701,19.92436306,76.27053878,22.7359572,3949,1001
"Effingham County, Illinois",Illinois,IL,17049,37,17428,5262,3861,11323,12501,78.10993803,17.62106954,75.24829952,23.24083549,13613,3071
"Delaware County, Iowa",Iowa,IA,19055,13,9165,4649,4616,4113,4636,62.06219313,32.25313693,49.43484752,49.22158243,5688,2956
"Bingham County, Idaho",Idaho,ID,16011,29,16625,4424,3822,12230,13440,65.60601504,17.58796992,76.33761218,21.70850846,10907,2924
"Brown County, South Dakota",South Dakota,SD,46013,12,16113,9041,7250,8067,8321,59.65990194,33.83603302,51.78615882,45.12073687,9613,5452
"Granville County, North Carolina",North Carolina,NC,37077,15,26920,13074,13598,11447,12405,50.14858841,47.64858841,47.21217888,51.75261656,13500,12827
"Okmulgee County, Oklahoma",Oklahoma,OK,40111,29,13924,6191,5432,8727,7731,64.1051422,31.44929618,58.73281167,41.26718833,8926,4379
"Cocke County, Tennessee",Tennessee,TN,47029,19,12108,3340,2804,8945,8459,80.86389164,16.35282458,73.85192946,24.48053082,9791,1980
"Glascock County, Georgia",Georgia,GA,13125,4,1390,210,176,1202,1135,88.84892086,9.928057554,85.14628657,13.20330083,1235,138
"Columbia County, Washington",Washington,WA,53013,2,2171,686,645,1499,1568,68.67802856,24.09028098,69.41124391,28.55245684,1491,523
"Montgomery County, Illinois",Illinois,IL,17135,39,12829,6491,5058,6150,6776,67.16033986,27.20399096,55.84768812,41.68795846,8616,3490
"Jackson County, West Virginia",West Virginia,WV,54035,31,12108,4861,3854,7148,7408,73.99240172,21.86983812,64.17186417,33.38530839,8959,2648
"Matanuska-Susitna Borough, Alaska",Alaska,AK,2170,,,,,,,,,,,,
"De Soto Parish, Louisiana",Louisiana,LA,22031,37,13497,5242,5553,6883,7353,59.76883752,38.2529451,56.34051031,42.54846372,8067,5163
"Burnet County, Texas",Texas,TX,48053,21,19046,4608,3674,12059,12843,76.63026357,19.8729392,76.46463444,21.87425578,14595,3785
"Amador County, California",California,CA,6005,30,17186,7813,6830,10561,10281,59.57756313,34.35354358,58.25259221,38.69907643,10239,5904
"Hamilton County, Nebraska",Nebraska,NE,31081,11,4902,1332,1146,3389,3600,76.76458588,17.80905753,73.90679532,23.52699651,3763,873
"Sumter County, South Carolina",South Carolina,SC,45085,58,44048,25431,27589,18581,19274,42.52860516,54.54050127,40.74066245,58.31659938,18733,24024
"Clay County, North Carolina",North Carolina,NC,37043,9,5885,1734,1579,3707,3973,74.68139337,22.97366185,70.41829139,27.9865296,4395,1352
"Caldwell County, Missouri",Missouri,MO,29025,11,4309,1814,1312,2654,2721,74.98259457,19.42446043,65.2987761,31.48548116,3231,837
"Wayne County, West Virginia",West Virginia,WV,54099,36,15080,6137,4931,8947,8688,73.45490716,22.10875332,62.25725546,35.33500537,11077,3334
"Gray County, Texas",Texas,TX,48179,8,7360,1153,886,6924,6443,88.24728261,9.497282609,87.197185,11.99079713,6495,699
"Augusta County, Virginia",Virginia,VA,51015,26,36661,9825,9451,23120,23624,71.33466081,22.11614522,70.1591827,28.06783084,26152,8108
"Nevada County, Arkansas",Arkansas,AR,5099,10,3243,1474,1314,2062,1996,61.70212766,35.64600678,58.98345154,38.82978723,2001,1156
"Noxubee County, Mississippi",Mississippi,MS,28103,8,5538,5030,4920,1525,1325,21.32538823,78.18707114,21.15261814,78.5440613,1181,4330
"Plymouth County, Iowa",Iowa,IA,19149,14,13057,4629,4164,7765,8597,73.97564525,22.04181665,66.38610039,32.15444015,9659,2878
"Clay County, Indiana",Indiana,IN,18021,24,11259,4954,3460,6267,7096,75.74384936,20.48139266,65.80118694,32.08456973,8528,2306
"Surry County, North Carolina",North Carolina,NC,37171,29,31663,10475,9112,18730,19923,74.20332881,23.49114108,67.6043434,30.91957923,23495,7438
"Ozaukee County, Wisconsin",Wisconsin,WI,55089,52,53368,20579,19159,32172,36077,57.07165343,37.78856243,64.63443037,34.32466811,30458,20167
"Idaho County, Idaho",Idaho,ID,16049,28,8223,2017,1708,5895,5921,78.32907698,14.54457011,75.52295918,21.78571429,,
"Phillips County, Montana",Montana,MT,30071,13,2149,638,471,1423,1688,79.80456026,14.65798046,75.76301616,21.14003591,1715,315
"Sampson County, North Carolina",North Carolina,NC,37163,23,25638,11836,11566,14038,14422,57.57469381,40.90022623,55.10048139,44.18888974,14761,10486
"Oldham County, Kentucky",Kentucky,KY,21185,38,32853,10000,9240,18997,20179,62.30481235,31.25437555,67.52442779,30.91955562,20469,10268
"Johnson County, Missouri",Missouri,MO,29101,11,21087,9480,7667,12183,12763,64.97842272,28.09313795,60.715475,36.47305076,13702,5924
"Thurston County, Nebraska",Nebraska,NE,31173,9,2029,1120,1247,972,939,49.92607196,44.89896501,42.39277652,56.2979684,1013,911
"San Juan County, Utah",Utah,UT,49037,20,5385,2406,2139,2638,3074,48.93221913,37.08449396,57.92349727,40.30525721,2635,1997
"King William County, Virginia",Virginia,VA,51101,7,9088,3344,3344,4966,5466,65.61399648,30.28169014,61.25742463,37.47618514,5963,2752
"Carlisle County, Kentucky",Kentucky,KY,21039,6,2601,879,750,1699,1835,80.50749712,16.60899654,70.06491027,28.63688431,2094,432
"Alfalfa County, Oklahoma",Oklahoma,OK,40003,8,2256,411,322,2023,1761,85.59397163,9.574468085,84.54152664,15.45847336,1931,216
"McMullen County, Texas",Texas,TX,48311,5,497,132,67,400,431,91.34808853,8.048289738,85.68588469,13.32007952,454,40
"Zavala County, Texas",Texas,TX,48507,5,3390,3263,3042,596,574,20.41297935,77.66961652,15.71311251,83.27402135,692,2633
"Dodge County, Wisconsin",Wisconsin,WI,55027,61,42818,19183,18762,23015,25211,62.2238311,32.62179457,56.66921417,42.17317029,26643,13968
"Mariposa County, California",California,CA,6043,25,8877,4100,3498,5298,5140,58.40937254,35.16953926,57.11111111,38.86666667,5185,3122
"Knox County, Indiana",Indiana,IN,18083,33,15483,7569,5228,8639,9612,71.54298263,24.36220371,63.46649059,34.51964345,11077,3772
"Milwaukee County, Wisconsin",Wisconsin,WI,55079,478,434970,319819,332438,149445,154924,28.98843598,66.43814516,31.45179627,67.48968687,126091,288986
"Dodge County, Georgia",Georgia,GA,13091,16,6995,2595,2442,5543,5214,71.77984274,26.24731951,67.42532006,31.57894737,5021,1836
"Hamilton County, Kansas",Kansas,KS,20075,12,847,233,163,844,693,81.46399055,13.459268,79.01938426,18.58608894,690,114
"Union County, Mississippi",Mississippi,MS,28145,20,11374,2985,2742,9072,8498,80.54334447,17.31141199,74.77342719,24.1267048,9161,1969
"Montezuma County, Colorado",Colorado,CO,8083,11,12706,4661,4542,6961,7401,61.16008185,30.85156619,60.08280565,36.87286897,7771,3920
"Holmes County, Florida",Florida,FL,12059,8,8506,1446,1264,7033,6919,87.89090054,10.01645897,83.6233986,15.27677061,7476,852
"Clatsop County, Oregon",Oregon,OR,41007,33,18158,10701,9861,7192,7249,42.92322943,49.0087014,40.6835784,55.34291166,7794,8899
"Willacy County, Texas",Texas,TX,48489,13,5082,3409,3600,1456,1416,30.3227076,67.21763085,27.96208531,71.09004739,1541,3416
"Brevard County, Florida",Florida,FL,12009,170,314337,127620,122993,157589,159300,57.77875338,38.02447691,55.78531932,43.07095907,181620,119525
"Hardeman County, Texas",Texas,TX,48197,5,1511,373,302,1199,1176,79.88087359,16.47915288,78.66220736,20.2006689,1207,249
"Haskell County, Texas",Texas,TX,48207,11,1765,699,553,1388,1424,79.49008499,17.79036827,70.74018877,27.47143567,1403,314
"Seminole County, Florida",Florida,FL,12117,80,224377,99335,96445,105070,109943,48.69705897,47.06854981,52.70012463,46.22998754,109265,105611
"Garden County, Nebraska",Nebraska,NE,31069,9,1063,283,242,844,829,81.74976482,14.39322672,75.98533456,22.18148488,869,153
"Tillamook County, Oregon",Oregon,OR,41057,29,13261,7072,6293,5757,5684,48.91033859,42.99072468,45.40298746,50.26759326,6486,5701
"Steele County, North Dakota",North Dakota,ND,38091,5,984,614,518,404,498,54.57317073,36.68699187,47.79270633,49.71209213,537,361
"Becker County, Minnesota",Minnesota,MN,27005,48,17090,7687,6829,8851,9204,63.6629608,30.47396138,56.18361616,41.68599683,10880,5208
"Laclede County, Missouri",Missouri,MO,29105,16,15959,5218,4093,10875,10934,80.41857259,15.93458237,71.17562817,26.64366619,12834,2543
"Madison County, Idaho",Idaho,ID,16065,20,15687,1627,832,11131,13445,56.99623892,7.656020909,93.29031363,5.772966972,8941,1201
"Harrisonburg city, Virginia",Virginia,VA,51660,9,17693,8444,8654,6048,6565,35.22296954,57.08472277,42.10222536,55.49926249,6232,10100
"Wayne County, Ohio",Ohio,OH,39169,67,48550,21712,19808,29342,30251,65.13285273,30.21627188,59.12440145,38.71396462,31622,14670
"Glenn County, California",California,CA,6021,34,9379,3734,3301,5910,5632,61.71233607,32.67939013,61.14428401,35.8375855,5788,3065
"Taylor County, Wisconsin",Wisconsin,WI,55119,27,9417,4563,3763,4586,5601,69.96920463,25.46458532,58.88351556,39.56055509,6589,2398
"Middlesex County, Connecticut",Connecticut,CT,9007,34,88402,52984,47855,32918,34591,43.94357594,51.24997172,41.40750317,57.28530729,38847,45306
"Harrison County, Indiana",Indiana,IN,18061,39,18528,7288,6607,10551,10640,70.12629534,25.77720207,60.2116462,37.38894233,12993,4776
"Grundy County, Tennessee",Tennessee,TN,47061,13,4750,1971,1643,2563,2516,76.33684211,21.01052632,59.38163795,38.77743687,3626,998
"Pendleton County, Kentucky",Kentucky,KY,21191,12,6007,2027,1859,3676,3556,76.64391543,19.37739304,64.2573184,33.59233827,4604,1164
"Clare County, Michigan",Michigan,MI,26035,19,13385,7496,6338,6793,6988,63.55621965,31.75196115,51.74763033,46.93424171,8507,4250
"Box Butte County, Nebraska",Nebraska,NE,31013,9,4761,1886,1692,2932,2869,74.56416719,20.01680319,60.97768332,35.96174283,3550,953
"Crawford County, Illinois",Illinois,IL,17033,24,8507,3883,2858,5070,5585,72.24638533,23.14564476,64.8739691,33.19781624,6146,1969
"Crittenden County, Arkansas",Arkansas,AR,5035,25,15894,10330,9487,7650,6998,43.7460677,52.64879829,41.86408232,56.75400814,6953,8368
"Carroll County, Missouri",Missouri,MO,29033,14,4361,1535,1154,2955,3072,79.79821142,17.08323779,71.37546468,26.81226766,3480,745
"Greene County, Pennsylvania",Pennsylvania,PA,42059,44,14955,7829,5852,7889,8428,69.50183885,27.7967235,58.26880531,40.4590708,10394,4157
"Clay County, Texas",Texas,TX,48077,17,5011,1085,740,4213,4266,87.32787867,10.69646777,84.35831521,14.63318173,4376,536
"Kenton County, Kentucky",Kentucky,KY,21117,106,71947,26480,24920,40714,41389,59.70784049,33.65393971,61.1322817,36.80727874,42958,24213
"Menominee County, Michigan",Michigan,MI,26109,20,10765,5981,5242,4855,5564,62.2758941,32.87505806,50.93838689,47.99047881,6704,3539
"Rabun County, Georgia",Georgia,GA,13241,1,7949,2001,1559,5487,5754,79.09170965,18.15322682,77.10036178,20.88972263,6287,1443
"Jefferson County, Kentucky",Kentucky,KY,21111,623,352934,196435,186181,153957,148423,40.73226156,54.06789938,43.70794425,54.82700638,143758,190824
"Smith County, Mississippi",Mississippi,MS,28129,18,7556,1968,1979,6265,6049,77.77924828,21.14875596,74.68823312,24.43511545,5877,1598
"Frontier County, Nebraska",Nebraska,NE,31063,5,1310,349,271,1034,1007,84.42748092,12.29007634,77.16475096,20.76628352,1106,161
"Midland County, Texas",Texas,TX,48329,21,48753,9691,8286,36155,35689,75.67944537,20.49720017,80.02556226,18.57972509,36896,9993
"Clearfield County, Pennsylvania",Pennsylvania,PA,42033,70,32692,14555,11121,18662,20347,73.13410009,23.55316285,63.65001408,34.78900116,23909,7700
"Henry County, Tennessee",Tennessee,TN,47079,13,12887,5153,4339,8182,8193,73.58578412,23.75261892,64.31431039,34.0607583,9483,3061
"Cuming County, Nebraska",Nebraska,NE,31039,7,3988,1274,1031,2732,2876,77.60782347,17.85356068,72.33400402,25.9305835,3095,712
"Cortland County, New York",New York,NY,36023,51,18424,11861,10482,9678,8695,49.97286149,43.2913591,44.30799022,53.41418671,9207,7976
"Floyd County, Indiana",Indiana,IN,18043,60,37225,16263,14812,19957,19878,57.56077905,37.44526528,56.30363971,41.95439739,21427,13939
"Oconee County, Georgia",Georgia,GA,13219,13,19030,4825,4421,12120,13098,67.70888071,27.6037835,73.51405961,24.81338048,12885,5253
"Talbot County, Georgia",Georgia,GA,13263,7,3243,2369,2265,1301,1202,36.87943262,61.70212766,34.43139502,64.88112289,1196,2001
"Hamilton County, Ohio",Ohio,OH,39061,556,395000,225213,219927,195530,193326,43.03088608,52.55367089,46.15153237,52.50182624,169972,207587
"Rogers County, Oklahoma",Oklahoma,OK,40131,36,40834,10772,9148,27743,27553,75.65509135,19.33437821,75.07424866,24.92575134,30893,7895
"Dent County, Missouri",Missouri,MO,29065,9,6778,2056,1585,4655,4883,82.60548834,14.42903511,73.50594611,23.85970194,5599,978
"Custer County, Colorado",Colorado,CO,8027,4,3064,912,868,1672,1788,67.1997389,26.01174935,65.85635359,31.97053407,2059,797
"Clark County, Indiana",Indiana,IN,18019,72,51104,21953,20807,25326,25450,58.72730119,36.77011584,53.98124973,44.1331184,30012,18791
"Logan County, Oklahoma",Oklahoma,OK,40083,22,18948,5717,4724,12556,12314,71.84399409,22.37175427,72.27374105,27.72625895,13613,4239
"Jones County, Mississippi",Mississippi,MS,28067,37,28250,8846,9211,20157,20687,71.06548673,27.42654867,68.59312311,30.54146358,20076,7748
"Yalobusha County, Mississippi",Mississippi,MS,28161,11,6058,3151,3030,3628,3276,55.56289204,42.48927039,51.55807365,47.68649669,3366,2574
"Rock County, Nebraska",Nebraska,NE,31149,1,793,139,103,640,672,86.63303909,8.827238335,85.17110266,13.05449937,687,70
"Tillman County, Oklahoma",Oklahoma,OK,40141,9,2706,1042,906,2195,1815,71.84035477,24.27937916,66.70341786,33.29658214,1944,657
"Lincoln County, Kentucky",Kentucky,KY,21137,17,9561,2752,2582,6273,6416,76.74929401,19.50632779,70.1048951,28.21241259,7338,1865
"Madison County, Illinois",Illinois,IL,17119,225,127902,68979,58922,57177,60608,54.96004754,39.35513127,49.48682567,48.11019572,70295,50336
"Woodruff County, Arkansas",Arkansas,AR,5147,20,2566,1412,1340,1206,1227,52.37724084,43.53078722,45.69832402,49.90689013,1344,1117
"Colusa County, California",California,CA,6011,18,6594,2569,2314,3733,3601,53.85198665,40.32453746,59.67848856,38.34935366,3551,2659
"Gadsden County, Florida",Florida,FL,12039,25,22079,15582,15770,6811,6630,30.44069025,67.91068436,29.46797635,70.09200409,6721,14994
"Clay County, Georgia",Georgia,GA,13061,5,1271,879,862,558,537,44.53186467,54.83870968,38.30242511,61.48359486,566,697
"Fulton County, Kentucky",Kentucky,KY,21075,11,2382,1238,1022,1530,1425,65.02938707,32.49370277,57.43651753,41.19306731,1549,774
"Reynolds County, Missouri",Missouri,MO,29179,14,3032,1418,1157,1782,1931,79.22163588,17.81002639,60.30605871,36.13366646,2402,540
"Garfield County, Washington",Washington,WA,53023,2,1232,385,336,968,913,68.26298701,22.4025974,71.43974961,26.29107981,841,276
"Multnomah County, Oregon",Oregon,OR,41051,113,357762,279696,274887,75171,75302,17.62484557,75.95943672,20.64641014,75.36891112,63055,271754
"Tripp County, South Dakota",South Dakota,SD,46123,13,2630,914,737,1859,1905,78.66920152,17.56653992,70.79152731,27.38758826,2069,462
"Essex County, Vermont",Vermont,VT,50009,13,2706,1733,1539,1284,1164,55.654102,37.65705839,41.60114367,55.00357398,1506,1019
"Columbia County, Wisconsin",Wisconsin,WI,55021,39,29287,16661,17175,12193,13026,48.34909687,46.18089938,42.64388136,56.22667452,14160,13525
"Fayette County, Alabama",Alabama,AL,1057,29,8196,1994,1817,5883,6054,81.80819912,16.56905808,76.07439055,22.83236994,6705,1358
"Miami County, Kansas",Kansas,KS,20121,49,14712,5742,4712,9382,9858,66.87737901,26.84203371,66.35702746,31.71782445,9839,3949
"Dakota County, Nebraska",Nebraska,NE,31043,13,7259,2994,2922,3292,3094,55.48973688,40.0055104,50.42372881,47.62059974,4028,2904
"Hayes County, Nebraska",Nebraska,NE,31085,3,510,85,51,461,476,92.35294118,5.882352941,88.31168831,9.461966605,471,30
"Lincoln County, Wyoming",Wyoming,WY,56023,17,8398,1823,1287,6485,7144,80.72160038,13.15789474,82.89626363,14.93385936,6779,1105
"Jackson County, Missouri",Missouri,MO,29095,334,294063,210824,183953,124687,122708,39.03143204,55.67616463,39.38288128,59.03933859,114777,163723
"Turner County, South Dakota",South Dakota,SD,46125,8,4150,1681,1411,2538,2715,70.77108434,23.15662651,64.48931116,33.51543943,2937,961
"Mitchell County, Kansas",Kansas,KS,20123,25,2824,701,584,2440,2327,78.47025496,16.60764873,78.48229342,19.69645868,2216,469
"Douglas County, Nebraska",Nebraska,NE,31055,228,219531,116810,106456,106291,113220,46.53146936,47.92352788,50.56112037,47.54049311,102151,105207
"Jefferson County, Montana",Montana,MT,30043,10,6559,2582,2272,3538,4055,62.49428267,30.11129745,62.18371415,34.84128201,4099,1975
"Hudson County, New Jersey",New Jersey,NJ,34017,450,201425,154140,153108,55360,42369,22.64614621,74.45947623,21.43171483,77.44735524,45615,149980
"Wise County, Virginia",Virginia,VA,51195,13,14991,4995,3760,8914,11076,79.93462744,17.92408779,73.7514982,25.03662272,11983,2687
"Elko County, Nevada",Nevada,NV,32007,41,18545,4541,3511,10969,12014,73.022378,18.33378269,75.1532591,21.9629676,13542,3400
"Steuben County, Indiana",Indiana,IN,18151,23,14530,6284,4853,7674,8547,69.69717825,25.7467309,62.40963855,35.43629062,10127,3741
"Rush County, Indiana",Indiana,IN,18139,17,7214,3229,2221,4271,4633,73.35736069,21.13945107,65.94079135,31.61115855,5292,1525
"Stewart County, Georgia",Georgia,GA,13259,4,2053,1305,1323,783,745,39.21091086,59.42523137,35.88631985,63.7283237,805,1220
"Dallam County, Texas",Texas,TX,48111,6,1535,302,253,1269,1248,81.95439739,14.46254072,81.3559322,16.4928292,1258,222
"McMinn County, Tennessee",Tennessee,TN,47107,15,18694,5541,4609,12989,12967,78.49042474,18.76002996,72.70943142,25.84389369,14673,3507
"Fannin County, Texas",Texas,TX,48147,17,11972,3464,2486,8092,8161,79.65252255,17.73304377,75.53683821,23.0099963,9536,2123
"Mathews County, Virginia",Virginia,VA,51115,4,5292,1934,1807,3456,3488,66.42101285,29.53514739,64.90509862,33.62486044,3515,1563
"Guilford County, North Carolina",North Carolina,NC,37081,165,252087,142101,146365,97718,104789,38.66165252,58.68965873,41.27956447,57.65761152,97461,147949
"Saginaw County, Michigan",Michigan,MI,26145,86,94198,60276,54381,42225,42720,48.26960233,47.12945073,43.56427566,55.45573209,45469,44395
"Palm Beach County, Florida",Florida,FL,12099,870,657235,361271,349651,226037,247398,41.19713649,56.51114137,41.18351115,58.20522339,270762,371411
